Switch: edge2gw,5.0,0.0
Switch: edge2core,5.0,0.0
Switch: edge2edge1,5.0,0.0
Switch: edgecore,5.0,0.0
Switch: edgeedge2,5.0,0.0
Switch: edgecore,5.0,0.011042
Switch: edgeedge1,5.0,0.0
Switch: edgecore,5.0,0.0
Switch: edgeedge3,5.0,0.004758
Switch: edgegw,5.0,0.0
Switch: edgeedge3,5.0,0.011042
Switch: edgeedge3,5.0,0.0
Switch: edgeedge3,5.0,0.0
Switch: netcloudedge1,5.0,0.0
Switch: netcloudedge2,5.0,0.0
Switch: netcloudcore,5.0,0.0
Switch: netcloudedge2,5.0,0.0
Switch: netcloudcore,5.0,0.0
Switch: netcloudedge1,5.0,0.0
Switch: netcloudgw,5.0,0.0
Switch: inter2,5.0,0.0036
Switch: inter1,5.0,0.0036
Switch: inter2,5.0,0.0
Switch: inter1,5.0,0.0
Switch: inter1,5.0,0.0
Switch: internetedge,5.0,0.0036
Switch: internetcore,5.0,4.5E-5
Switch: internetgw,5.0,0.0036
Switch: edge2gw,10.0,0.0
Switch: edge2core,10.0,0.0
Switch: edge2edge1,10.0,0.0
Switch: edgecore,10.0,0.0
Switch: edgeedge2,10.0,0.0
Switch: edgecore,10.0,0.011866
Switch: edgeedge1,10.0,0.0
Switch: edgecore,10.0,0.0
Switch: edgeedge3,10.0,0.00477
Switch: edgegw,10.0,0.0
Switch: edgeedge3,10.0,0.011866
Switch: edgeedge3,10.0,0.0
Switch: edgeedge3,10.0,0.0
Switch: netcloudedge1,10.0,0.0
Switch: netcloudedge2,10.0,0.0
Switch: netcloudcore,10.0,0.0
Switch: netcloudedge2,10.0,0.0
Switch: netcloudcore,10.0,0.0
Switch: netcloudedge1,10.0,0.0
Switch: netcloudgw,10.0,0.0
Switch: inter2,10.0,0.003964
Switch: inter1,10.0,0.003964
Switch: inter2,10.0,0.0
Switch: inter1,10.0,0.0
Switch: inter1,10.0,0.0
Switch: internetedge,10.0,0.003964
Switch: internetcore,10.0,4.955E-5
Switch: internetgw,10.0,0.003964
Switch: edge2gw,15.0,0.0
Switch: edge2core,15.0,0.0
Switch: edge2edge1,15.0,0.0
Switch: edgecore,15.0,0.0
Switch: edgeedge2,15.0,0.0
Switch: edgecore,15.0,0.012864
Switch: edgeedge1,15.0,0.0
Switch: edgecore,15.0,0.0
Switch: edgeedge3,15.0,0.004958
Switch: edgegw,15.0,0.0
Switch: edgeedge3,15.0,0.012864
Switch: edgeedge3,15.0,0.0
Switch: edgeedge3,15.0,0.0
Switch: netcloudedge1,15.0,0.0
Switch: netcloudedge2,15.0,0.0
Switch: netcloudcore,15.0,0.0
Switch: netcloudedge2,15.0,0.0
Switch: netcloudcore,15.0,0.0
Switch: netcloudedge1,15.0,0.0
Switch: netcloudgw,15.0,0.0
Switch: inter2,15.0,0.0038
Switch: inter1,15.0,0.0038
Switch: inter2,15.0,0.0
Switch: inter1,15.0,0.0
Switch: inter1,15.0,0.0
Switch: internetedge,15.0,0.0038
Switch: internetcore,15.0,4.75E-5
Switch: internetgw,15.0,0.0038
Switch: edge2gw,20.0,0.0
Switch: edge2core,20.0,0.0
Switch: edge2edge1,20.0,0.0
Switch: edgecore,20.0,0.0
Switch: edgeedge2,20.0,0.0
Switch: edgecore,20.0,0.0061
Switch: edgeedge1,20.0,0.0
Switch: edgecore,20.0,0.0
Switch: edgeedge3,20.0,0.0017
Switch: edgegw,20.0,0.0
Switch: edgeedge3,20.0,0.0031
Switch: edgeedge3,20.0,0.0022
Switch: edgeedge3,20.0,0.003
Switch: netcloudedge1,20.0,0.0
Switch: netcloudedge2,20.0,0.0
Switch: netcloudcore,20.0,0.0
Switch: netcloudedge2,20.0,0.0
Switch: netcloudcore,20.0,0.0
Switch: netcloudedge1,20.0,0.0
Switch: netcloudgw,20.0,0.0
Switch: inter2,20.0,0.0037
Switch: inter1,20.0,0.0037
Switch: inter2,20.0,0.0
Switch: inter1,20.0,0.0
Switch: inter1,20.0,0.0
Switch: internetedge,20.0,0.0037
Switch: internetcore,20.0,4.625E-5
Switch: internetgw,20.0,0.0037
Switch: edge2gw,25.0,0.0
Switch: edge2core,25.0,0.0
Switch: edge2edge1,25.0,0.0
Switch: edgecore,25.0,0.0
Switch: edgeedge2,25.0,0.0
Switch: edgecore,25.0,0.004455168
Switch: edgeedge1,25.0,0.0
Switch: edgecore,25.0,0.0
Switch: edgeedge3,25.0,0.002033256
Switch: edgegw,25.0,0.0
Switch: edgeedge3,25.0,0.002966552
Switch: edgeedge3,25.0,0.001655272
Switch: edgeedge3,25.0,0.001488616
Switch: netcloudedge1,25.0,0.0
Switch: netcloudedge2,25.0,0.0
Switch: netcloudcore,25.0,0.0
Switch: netcloudedge2,25.0,0.0
Switch: netcloudcore,25.0,0.0
Switch: netcloudedge1,25.0,0.0
Switch: netcloudgw,25.0,0.0
Switch: inter2,25.0,0.003860512
