Workload_ID,    App_ID,SubmitTime,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 464, 0, 76.899, 76.899, 77.72, 0.821, 1604, 77.72, 78.6, 0.88, 1438, 2, 78.6, 78.615, 0.016, 31,     1.716,
 471, 0, 77.788, 77.788, 77.788, 0, 5, 77.788, 78.69, 0.902, 2206, 2, 78.69, 78.713, 0.023, 54,     0.925,
 472, 0, 77.811, 77.811, 77.83, 0.018, 42, 77.83, 78.906, 1.076, 1112, 2, 78.906, 78.977, 0.071, 142,     1.166,
 451, 0, 75.158, 75.158, 75.618, 0.461, 341, 75.618, 76.497, 0.879, 1558, 2, 76.497, 79.095, 2.598, 5197,     3.938,
 473, 0, 78.058, 78.058, 78.069, 0.011, 22, 78.069, 79.162, 1.093, 1490, 2, 79.162, 79.182, 0.019, 39,     1.123,
 475, 0, 78.224, 78.224, 78.24, 0.016, 32, 78.24, 79.349, 1.109, 1944, 2, 79.349, 79.359, 0.01, 5,     1.135,
 474, 0, 78.11, 78.11, 78.278, 0.168, 328, 78.278, 79.418, 1.14, 1238, 2, 79.418, 79.498, 0.08, 161,     1.389,
 476, 0, 78.268, 78.268, 78.292, 0.024, 51, 78.292, 79.454, 1.162, 1374, 2, 79.454, 79.518, 0.064, 122,     1.250,
 477, 0, 78.393, 78.393, 78.487, 0.094, 180, 78.487, 79.598, 1.111, 1850, 2, 79.598, 79.608, 0.01, 10,     1.215,
 479, 0, 78.878, 78.878, 78.941, 0.064, 104, 78.941, 79.709, 0.768, 1457, 2, 79.709, 79.719, 0.01, 18,     0.841,
 478, 0, 78.487, 78.487, 78.744, 0.257, 510, 78.744, 79.669, 0.925, 1826, 2, 79.669, 79.756, 0.087, 160,     1.269,
 480, 0, 78.892, 78.892, 78.941, 0.05, 77, 78.941, 79.848, 0.907, 1168, 2, 79.848, 79.858, 0.01, 10,     0.966,
 481, 0, 79.03, 79.03, 79.041, 0.011, 23, 79.041, 79.932, 0.891, 1263, 2, 79.932, 79.942, 0.01, 19,     0.912,
 482, 0, 79.142, 79.142, 79.167, 0.025, 52, 79.167, 79.966, 0.799, 1627, 2, 79.966, 79.993, 0.027, 54,     0.851,
 483, 0, 79.177, 79.177, 79.199, 0.022, 45, 79.199, 80.098, 0.899, 1306, 2, 80.098, 80.112, 0.014, 28,     0.935,
 484, 0, 79.274, 79.274, 79.299, 0.026, 32, 79.299, 80.191, 0.892, 984, 2, 80.191, 80.202, 0.01, 21,     0.928,
 485, 0, 79.314, 79.314, 79.368, 0.054, 110, 79.368, 80.221, 0.853, 1756, 2, 80.221, 80.255, 0.034, 71,     0.941,
 489, 0, 79.97, 79.97, 79.98, 0.01, 13, 79.98, 80.694, 0.714, 1690, 2, 80.694, 80.704, 0.01, 2,     0.734,
 488, 0, 79.945, 79.945, 80.008, 0.064, 141, 80.008, 80.733, 0.725, 1544, 2, 80.733, 80.77, 0.037, 73,     0.825,
 486, 0, 79.429, 79.429, 79.725, 0.296, 584, 79.725, 80.477, 0.751, 1307, 2, 80.477, 81.128, 0.651, 1300,     1.699,
 487, 0, 79.864, 79.864, 79.888, 0.025, 63, 79.888, 80.662, 0.774, 1957, 2, 80.662, 81.15, 0.488, 977,     1.287,
 490, 0, 80.65, 80.65, 80.65, 0, 10, 80.65, 81.367, 0.717, 1472, 2, 81.367, 81.377, 0.01, 17,     0.727,
 492, 0, 80.729, 80.729, 80.755, 0.025, 51, 80.755, 81.481, 0.726, 1480, 2, 81.481, 81.556, 0.076, 151,     0.827,
 493, 0, 80.916, 80.916, 80.916, 0, 6, 80.916, 81.649, 0.733, 2015, 2, 81.649, 81.746, 0.097, 195,     0.830,
 494, 0, 80.98, 80.98, 80.98, 0, 1, 80.98, 81.696, 0.716, 1759, 2, 81.696, 81.855, 0.159, 318,     0.875,
 491, 0, 80.67, 80.67, 80.682, 0.012, 33, 80.682, 81.399, 0.717, 2030, 2, 81.399, 81.865, 0.466, 935,     1.196,
 497, 0, 81.178, 81.178, 81.206, 0.027, 41, 81.206, 81.921, 0.716, 904, 2, 81.921, 81.959, 0.037, 75,     0.780,
 495, 0, 81.043, 81.043, 81.102, 0.058, 130, 81.102, 81.835, 0.734, 1795, 2, 81.835, 81.978, 0.142, 285,     0.935,
 496, 0, 81.132, 81.132, 81.302, 0.17, 346, 81.302, 82.085, 0.784, 1475, 2, 82.085, 82.14, 0.055, 109,     1.008,
 499, 0, 81.542, 81.542, 81.56, 0.018, 36, 81.56, 82.29, 0.729, 1679, 2, 82.29, 82.321, 0.031, 70,     0.779,
 498, 0, 81.198, 81.198, 81.856, 0.658, 1290, 81.856, 82.571, 0.715, 1190, 2, 82.571, 82.605, 0.034, 68,     1.407,
 500, 0, 81.856, 81.856, 81.89, 0.034, 32, 81.89, 82.62, 0.73, 774, 2, 82.62, 82.643, 0.023, 46,     0.787,
 503, 0, 82.316, 82.316, 82.316, 0, 15, 82.316, 83.05, 0.735, 1235, 2, 83.05, 83.06, 0.01, 12,     0.745,
 501, 0, 82.058, 82.058, 82.115, 0.058, 97, 82.115, 82.841, 0.726, 1783, 2, 82.841, 83.07, 0.229, 468,     1.013,
 502, 0, 82.118, 82.118, 82.127, 0.01, 22, 82.127, 82.869, 0.742, 1263, 2, 82.869, 83.08, 0.211, 417,     0.963,
 504, 0, 82.341, 82.341, 82.379, 0.037, 71, 82.379, 83.095, 0.717, 1564, 2, 83.095, 83.155, 0.06, 114,     0.814,
 506, 0, 82.423, 82.423, 82.449, 0.025, 52, 82.449, 83.299, 0.851, 1640, 2, 83.299, 83.667, 0.367, 720,     1.243,
 508, 0, 82.935, 82.935, 82.954, 0.019, 48, 82.954, 83.667, 0.712, 1353, 2, 83.667, 83.667, 0, 5,     0.732,
 509, 0, 83.153, 83.153, 83.19, 0.037, 89, 83.19, 83.916, 0.726, 1653, 2, 83.916, 83.959, 0.042, 85,     0.806,
 510, 0, 83.217, 83.217, 83.242, 0.025, 29, 83.242, 84.059, 0.817, 1785, 2, 84.059, 84.069, 0.01, 17,     0.853,
 511, 0, 83.296, 83.296, 83.748, 0.451, 903, 83.748, 84.478, 0.73, 1888, 2, 84.478, 84.558, 0.081, 161,     1.262,
 514, 0, 83.841, 83.841, 83.876, 0.035, 35, 83.876, 84.601, 0.725, 1231, 2, 84.601, 84.611, 0.01, 16,     0.770,
 512, 0, 83.631, 83.631, 83.7, 0.069, 138, 83.7, 84.435, 0.735, 1406, 2, 84.435, 84.639, 0.204, 409,     1.008,
 513, 0, 83.806, 83.806, 83.953, 0.147, 302, 83.953, 84.668, 0.715, 1884, 2, 84.668, 84.678, 0.01, 11,     0.872,
 515, 0, 83.943, 83.943, 83.992, 0.049, 98, 83.992, 84.708, 0.716, 1363, 2, 84.708, 84.796, 0.088, 166,     0.854,
 517, 0, 84.773, 84.773, 84.783, 0.01, 1, 84.783, 85.493, 0.709, 1729, 2, 85.493, 85.563, 0.07, 111,     0.790,
 519, 0, 85.227, 85.227, 85.237, 0.011, 22, 85.237, 85.957, 0.72, 1276, 2, 85.957, 85.992, 0.035, 70,     0.766,
 521, 0, 85.289, 85.289, 85.338, 0.049, 18, 85.338, 86.102, 0.764, 1487, 2, 86.102, 86.118, 0.016, 31,     0.829,
 520, 0, 85.257, 85.257, 85.326, 0.068, 149, 85.326, 86.047, 0.722, 1756, 2, 86.047, 86.16, 0.113, 187,     0.902,
 522, 0, 85.338, 85.338, 85.348, 0.01, 7, 85.348, 86.214, 0.866, 1054, 2, 86.214, 86.238, 0.024, 48,     0.900,
 516, 0, 84.432, 84.432, 84.485, 0.053, 117, 84.485, 85.214, 0.729, 1643, 2, 85.214, 86.292, 1.078, 2157,     1.861,
 507, 0, 82.537, 82.537, 82.577, 0.039, 64, 82.577, 83.405, 0.828, 1627, 2, 83.405, 86.302, 2.898, 5778,     3.765,
 524, 0, 85.491, 85.491, 85.557, 0.066, 124, 85.557, 86.352, 0.795, 933, 2, 86.352, 86.414, 0.062, 124,     0.923,
 523, 0, 85.421, 85.421, 85.437, 0.016, 32, 85.437, 86.302, 0.866, 1412, 2, 86.302, 86.585, 0.282, 565,     1.164,
 518, 0, 84.999, 84.999, 85.929, 0.931, 1861, 85.929, 86.855, 0.926, 1209, 2, 86.855, 86.868, 0.013, 26,     1.870,
 525, 0, 85.696, 85.696, 85.706, 0.01, 15, 85.706, 86.718, 1.012, 1295, 2, 86.718, 87.259, 0.541, 1083,     1.563,
 526, 0, 86.493, 86.493, 86.503, 0.01, 28, 86.503, 87.562, 1.058, 1377, 2, 87.562, 87.592, 0.03, 35,     1.099,
 528, 0, 86.612, 86.612, 86.612, 0, 13, 86.612, 87.612, 1, 1399, 2, 87.612, 87.698, 0.086, 172,     1.086,
 530, 0, 86.724, 86.724, 86.747, 0.023, 29, 86.747, 87.819, 1.072, 1519, 2, 87.819, 87.855, 0.036, 72,     1.131,
 529, 0, 86.681, 86.681, 86.681, 0, 9, 86.681, 87.734, 1.053, 2139, 2, 87.734, 87.891, 0.157, 314,     1.210,
 527, 0, 86.541, 86.541, 86.828, 0.287, 560, 86.828, 87.861, 1.033, 1665, 2, 87.861, 87.987, 0.126, 264,     1.446,
 532, 0, 86.946, 86.946, 87, 0.054, 105, 87, 88.079, 1.078, 1332, 2, 88.079, 88.092, 0.013, 26,     1.146,
 531, 0, 86.89, 86.89, 87.085, 0.195, 360, 87.085, 88.111, 1.025, 1033, 2, 88.111, 88.134, 0.023, 47,     1.244,
 534, 0, 87.288, 87.288, 87.343, 0.055, 123, 87.343, 88.328, 0.985, 1443, 2, 88.328, 88.348, 0.02, 40,     1.060,
 505, 0, 82.369, 82.369, 82.474, 0.105, 211, 82.474, 83.36, 0.886, 1466, 2, 83.36, 89.265, 5.906, 11812,     6.897,
 535, 0, 87.398, 87.398, 88.507, 1.11, 2220, 88.507, 89.224, 0.717, 1372, 2, 89.224, 89.285, 0.061, 101,     1.888,
 536, 0, 87.66, 87.66, 89.143, 1.483, 1243, 89.143, 89.859, 0.716, 1456, 2, 89.859, 89.869, 0.01, 17,     2.209,
 538, 0, 87.825, 87.825, 89.201, 1.376, 58, 89.201, 89.992, 0.792, 1941, 2, 89.992, 90.041, 0.049, 97,     2.216,
 533, 0, 87.254, 87.254, 89.418, 2.164, 4313, 89.418, 90.261, 0.843, 1689, 2, 90.261, 90.281, 0.02, 32,     3.027,
 540, 0, 88.053, 88.053, 89.598, 1.545, 356, 89.598, 90.438, 0.84, 1459, 2, 90.438, 90.457, 0.019, 37,     2.404,
 541, 0, 88.178, 88.178, 89.648, 1.47, 93, 89.648, 90.563, 0.915, 1680, 2, 90.563, 90.573, 0.01, 1,     2.394,
 542, 0, 88.293, 88.293, 89.682, 1.389, 62, 89.682, 90.618, 0.936, 1891, 2, 90.618, 90.632, 0.014, 28,     2.339,
 537, 0, 87.741, 87.741, 89.172, 1.43, 33, 89.172, 89.923, 0.751, 1645, 2, 89.923, 90.652, 0.729, 1437,     2.911,
 543, 0, 88.335, 88.335, 89.737, 1.403, 111, 89.737, 90.688, 0.951, 1170, 2, 90.688, 90.708, 0.019, 39,     2.373,
 544, 0, 88.51, 88.51, 89.765, 1.255, 31, 89.765, 90.823, 1.058, 1507, 2, 90.823, 90.833, 0.01, 10,     2.323,
 545, 0, 88.597, 88.597, 89.797, 1.201, 41, 89.797, 90.881, 1.084, 1595, 2, 90.881, 90.891, 0.01, 1,     2.294,
 546, 0, 88.7, 88.7, 89.807, 1.107, 1, 89.807, 90.939, 1.132, 1381, 2, 90.939, 91.011, 0.072, 144,     2.311,
 547, 0, 88.856, 88.856, 89.847, 0.991, 67, 89.847, 91.021, 1.174, 1341, 2, 91.021, 91.042, 0.021, 62,     2.186,
 549, 0, 89.482, 89.482, 89.887, 0.405, 54, 89.887, 91.136, 1.249, 1390, 2, 91.136, 91.194, 0.058, 117,     1.712,
 550, 0, 89.531, 89.531, 89.897, 0.366, 3, 89.897, 91.197, 1.3, 1409, 2, 91.197, 91.218, 0.022, 48,     1.687,
 548, 0, 89.459, 89.459, 89.857, 0.398, 2, 89.857, 91.073, 1.216, 1413, 2, 91.073, 91.238, 0.166, 292,     1.779,
 551, 0, 89.685, 89.685, 90.103, 0.418, 412, 90.103, 91.323, 1.22, 1067, 2, 91.323, 91.333, 0.01, 10,     1.647,
 539, 0, 87.838, 87.838, 90.052, 2.214, 1692, 90.052, 91.271, 1.218, 866, 2, 91.271, 91.363, 0.092, 184,     3.525,
 552, 0, 90.099, 90.099, 90.197, 0.098, 189, 90.197, 91.446, 1.249, 1391, 2, 91.446, 91.481, 0.035, 70,     1.382,
 553, 0, 90.332, 90.332, 90.332, 0, 6, 90.332, 91.52, 1.188, 1115, 2, 91.52, 91.53, 0.01, 21,     1.199,
 554, 0, 90.395, 90.395, 90.462, 0.067, 142, 90.462, 91.652, 1.19, 1430, 2, 91.652, 91.662, 0.01, 12,     1.266,
 555, 0, 90.62, 90.62, 90.672, 0.052, 96, 90.672, 91.822, 1.15, 1714, 2, 91.822, 91.853, 0.031, 62,     1.233,
 556, 0, 90.661, 90.661, 90.766, 0.105, 228, 90.766, 91.902, 1.136, 1586, 2, 91.902, 91.912, 0.01, 12,     1.251,
 557, 0, 90.708, 90.708, 90.936, 0.228, 465, 90.936, 92.152, 1.216, 1612, 2, 92.152, 92.212, 0.06, 120,     1.504,
 559, 0, 91.673, 91.673, 91.683, 0.01, 6, 91.683, 92.401, 0.717, 1020, 2, 92.401, 92.419, 0.018, 36,     0.745,
 560, 0, 91.756, 91.756, 91.766, 0.01, 9, 91.766, 92.491, 0.725, 1482, 2, 92.491, 92.501, 0.01, 9,     0.745,
 561, 0, 91.846, 91.846, 91.877, 0.031, 61, 91.877, 92.593, 0.716, 1295, 2, 92.593, 92.604, 0.011, 22,     0.758,
 563, 0, 92.042, 92.042, 92.078, 0.036, 69, 92.078, 92.798, 0.72, 1335, 2, 92.798, 92.815, 0.016, 33,     0.772,
 562, 0, 91.937, 91.937, 92.066, 0.129, 258, 92.066, 92.781, 0.715, 935, 2, 92.781, 92.835, 0.054, 93,     0.898,
 564, 0, 92.068, 92.068, 92.068, 0, 1, 92.068, 92.798, 0.73, 1681, 2, 92.798, 92.855, 0.057, 96,     0.786,
 567, 0, 92.379, 92.379, 92.389, 0.01, 10, 92.389, 93.114, 0.725, 1559, 2, 93.114, 93.124, 0.01, 14,     0.745,
 568, 0, 92.4, 92.4, 92.41, 0.01, 8, 92.41, 93.161, 0.751, 1425, 2, 93.161, 93.176, 0.015, 30,     0.776,
 566, 0, 92.308, 92.308, 92.476, 0.168, 336, 92.476, 93.294, 0.818, 1951, 2, 93.294, 93.306, 0.011, 23,     0.998,
 570, 0, 92.523, 92.523, 92.597, 0.073, 155, 92.597, 93.363, 0.766, 1641, 2, 93.363, 93.373, 0.01, 14,     0.850,
 569, 0, 92.457, 92.457, 92.508, 0.051, 65, 92.508, 93.314, 0.806, 1508, 2, 93.314, 93.504, 0.19, 397,     1.047,
 565, 0, 92.168, 92.168, 92.188, 0.02, 57, 92.188, 92.911, 0.723, 1714, 2, 92.911, 93.737, 0.826, 1644,     1.569,
 572, 0, 93.012, 93.012, 93.039, 0.027, 69, 93.039, 93.76, 0.72, 1565, 2, 93.76, 93.77, 0.01, 21,     0.758,
 573, 0, 93.082, 93.082, 93.092, 0.01, 32, 93.092, 93.808, 0.715, 1604, 2, 93.808, 93.841, 0.034, 67,     0.759,
 571, 0, 93.005, 93.005, 93.012, 0.007, 15, 93.012, 93.727, 0.715, 1442, 2, 93.727, 93.883, 0.156, 312,     0.878,
 576, 0, 93.193, 93.193, 93.203, 0.01, 13, 93.203, 93.977, 0.775, 786, 2, 93.977, 94.066, 0.089, 178,     0.874,
 577, 0, 93.475, 93.475, 93.505, 0.029, 59, 93.505, 94.226, 0.722, 1489, 2, 94.226, 94.238, 0.011, 24,     0.763,
 575, 0, 93.132, 93.132, 93.381, 0.249, 497, 93.381, 94.096, 0.716, 1821, 2, 94.096, 94.317, 0.221, 442,     1.185,
 574, 0, 93.105, 93.105, 93.142, 0.037, 56, 93.142, 93.857, 0.715, 901, 2, 93.857, 94.431, 0.573, 1136,     1.325,
 578, 0, 93.791, 93.791, 93.815, 0.025, 49, 93.815, 94.676, 0.86, 790, 2, 94.676, 94.694, 0.019, 37,     0.903,
 579, 0, 94.032, 94.032, 94.032, 0, 7, 94.032, 94.777, 0.745, 1601, 2, 94.777, 94.802, 0.025, 51,     0.770,
 580, 0, 94.126, 94.126, 94.148, 0.023, 60, 94.148, 94.941, 0.792, 1384, 2, 94.941, 94.952, 0.011, 22,     0.826,
 582, 0, 94.19, 94.19, 94.19, 0, 2, 94.19, 95.006, 0.816, 1511, 2, 95.006, 95.044, 0.038, 76,     0.854,
 581, 0, 94.162, 94.162, 94.199, 0.037, 77, 94.199, 95.006, 0.806, 1816, 2, 95.006, 95.062, 0.056, 124,     0.900,
 583, 0, 94.321, 94.321, 94.34, 0.019, 37, 94.34, 95.266, 0.927, 1517, 2, 95.266, 95.297, 0.031, 61,     0.976,
 558, 0, 91.219, 91.219, 91.241, 0.022, 44, 91.241, 92.27, 1.029, 2029, 2, 92.27, 95.362, 3.093, 6186,     4.143,
 584, 0, 95.011, 95.011, 95.025, 0.014, 28, 95.025, 95.78, 0.755, 1191, 2, 95.78, 95.819, 0.039, 77,     0.808,
 586, 0, 95.27, 95.27, 95.302, 0.032, 65, 95.302, 96.083, 0.781, 1081, 2, 96.083, 96.125, 0.042, 84,     0.855,
 585, 0, 95.148, 95.148, 95.188, 0.04, 75, 95.188, 95.968, 0.78, 1366, 2, 95.968, 96.189, 0.221, 442,     1.041,
 587, 0, 95.329, 95.329, 95.36, 0.031, 64, 95.36, 96.279, 0.919, 1653, 2, 96.279, 96.314, 0.035, 70,     0.985,
 588, 0, 95.383, 95.383, 95.383, 0, 3, 95.383, 96.332, 0.95, 998, 2, 96.332, 96.433, 0.1, 201,     1.050,
 589, 0, 95.649, 95.649, 95.659, 0.01, 19, 95.659, 96.537, 0.878, 1628, 2, 96.537, 96.547, 0.01, 19,     0.898,
 591, 0, 96.163, 96.163, 96.173, 0.01, 10, 96.173, 96.895, 0.722, 1054, 2, 96.895, 96.918, 0.023, 46,     0.755,
 590, 0, 96.149, 96.149, 96.282, 0.133, 267, 96.282, 96.998, 0.716, 1675, 2, 96.998, 97.008, 0.01, 17,     0.859,
 592, 0, 96.415, 96.415, 96.654, 0.238, 452, 96.654, 97.388, 0.734, 1452, 2, 97.388, 97.463, 0.075, 150,     1.048,
 594, 0, 96.587, 96.587, 96.73, 0.143, 286, 96.73, 97.463, 0.733, 1530, 2, 97.463, 97.479, 0.016, 33,     0.892,
 593, 0, 96.45, 96.45, 96.468, 0.017, 35, 96.468, 97.181, 0.713, 1437, 2, 97.181, 97.633, 0.452, 904,     1.183,
 595, 0, 96.941, 96.941, 97.077, 0.136, 268, 97.077, 97.802, 0.725, 1363, 2, 97.802, 97.827, 0.025, 51,     0.886,
 596, 0, 97.304, 97.304, 97.335, 0.032, 49, 97.335, 98.059, 0.723, 1586, 2, 98.059, 98.082, 0.023, 47,     0.779,
 598, 0, 97.556, 97.556, 97.577, 0.021, 56, 97.577, 98.317, 0.74, 1102, 2, 98.317, 98.327, 0.01, 7,     0.771,
 597, 0, 97.51, 97.51, 97.588, 0.079, 157, 97.588, 98.317, 0.728, 871, 2, 98.317, 98.364, 0.047, 95,     0.854,
 599, 0, 97.611, 97.611, 97.644, 0.034, 53, 97.644, 98.365, 0.72, 2092, 2, 98.365, 98.375, 0.01, 7,     0.764,
 600, 0, 97.844, 97.844, 97.854, 0.01, 13, 97.854, 98.566, 0.712, 1703, 2, 98.566, 98.596, 0.03, 60,     0.752,
 601, 0, 98.037, 98.037, 98.076, 0.039, 71, 98.076, 98.815, 0.74, 1937, 2, 98.815, 98.825, 0.01, 19,     0.789,
 602, 0, 98.111, 98.111, 98.21, 0.1, 199, 98.21, 98.926, 0.716, 1331, 2, 98.926, 98.936, 0.01, 16,     0.825,
 603, 0, 98.401, 98.401, 98.411, 0.01, 11, 98.411, 99.129, 0.718, 1354, 2, 99.129, 99.139, 0.01, 1,     0.738,
 604, 0, 98.468, 98.468, 98.513, 0.045, 65, 98.513, 99.247, 0.733, 1321, 2, 99.247, 99.331, 0.084, 168,     0.862,
 605, 0, 98.552, 98.552, 98.609, 0.058, 100, 98.609, 99.358, 0.748, 1642, 2, 99.358, 99.506, 0.148, 296,     0.954,
 606, 0, 98.868, 98.868, 98.968, 0.099, 162, 98.968, 99.702, 0.734, 1200, 2, 99.702, 99.721, 0.019, 39,     0.853,
 609, 0, 99.345, 99.345, 99.408, 0.063, 126, 99.408, 100.138, 0.731, 1671, 2, 100.138, 100.164, 0.026, 52,     0.819,
 610, 0, 99.409, 99.409, 99.481, 0.071, 128, 99.481, 100.192, 0.712, 1559, 2, 100.192, 100.222, 0.029, 59,     0.812,
 608, 0, 99.299, 99.299, 99.563, 0.264, 544, 99.563, 100.302, 0.739, 1802, 2, 100.302, 100.374, 0.072, 143,     1.075,
 611, 0, 99.652, 99.652, 99.702, 0.05, 82, 99.702, 100.432, 0.73, 1107, 2, 100.432, 100.463, 0.031, 62,     0.811,
 612, 0, 99.762, 99.762, 100.246, 0.485, 970, 100.246, 100.972, 0.726, 1772, 2, 100.972, 100.982, 0.01, 9,     1.220,
 614, 0, 100.057, 100.057, 100.294, 0.237, 60, 100.294, 101.15, 0.856, 1575, 2, 101.15, 101.198, 0.047, 95,     1.141,
 615, 0, 100.211, 100.211, 100.364, 0.153, 140, 100.364, 101.228, 0.864, 1682, 2, 101.228, 101.262, 0.034, 68,     1.051,
 613, 0, 99.812, 99.812, 100.482, 0.669, 1353, 100.482, 101.228, 0.746, 1454, 2, 101.228, 101.445, 0.217, 434,     1.632,
 616, 0, 100.347, 100.347, 100.861, 0.514, 980, 100.861, 101.663, 0.802, 1514, 2, 101.663, 101.704, 0.04, 80,     1.356,
 618, 0, 100.546, 100.546, 100.861, 0.315, 120, 100.861, 101.733, 0.871, 1578, 2, 101.733, 101.743, 0.01, 2,     1.196,
 619, 0, 100.803, 100.803, 100.875, 0.072, 28, 100.875, 101.733, 0.857, 1096, 2, 101.733, 101.773, 0.04, 80,     0.970,
 620, 0, 101.07, 101.07, 101.122, 0.052, 80, 101.122, 101.888, 0.766, 1501, 2, 101.888, 101.905, 0.017, 34,     0.835,
 617, 0, 100.487, 100.487, 100.785, 0.298, 568, 100.785, 101.639, 0.854, 1577, 2, 101.639, 101.929, 0.29, 573,     1.441,
 621, 0, 101.222, 101.222, 101.232, 0.01, 20, 101.232, 101.982, 0.75, 1173, 2, 101.982, 102.004, 0.022, 26,     0.782,
 622, 0, 101.266, 101.266, 101.35, 0.083, 152, 101.35, 102.169, 0.819, 1121, 2, 102.169, 102.231, 0.062, 125,     0.965,
 623, 0, 101.371, 101.371, 101.453, 0.082, 164, 101.453, 102.251, 0.798, 1451, 2, 102.251, 102.352, 0.101, 202,     0.981,
 624, 0, 101.402, 101.402, 101.465, 0.062, 131, 101.465, 102.393, 0.928, 1481, 2, 102.393, 102.482, 0.089, 179,     1.080,
 625, 0, 101.44, 101.44, 101.667, 0.227, 418, 101.667, 102.653, 0.986, 1621, 2, 102.653, 102.69, 0.037, 74,     1.250,
 626, 0, 101.532, 101.532, 101.575, 0.043, 72, 101.575, 102.488, 0.912, 1942, 2, 102.488, 102.71, 0.222, 430,     1.178,
 629, 0, 102.171, 102.171, 102.171, 0, 10, 102.171, 102.937, 0.765, 1467, 2, 102.937, 103.004, 0.067, 117,     0.833,
 628, 0, 102.162, 102.162, 102.222, 0.06, 102, 102.222, 103.158, 0.936, 1872, 2, 103.158, 103.32, 0.162, 325,     1.158,
 630, 0, 102.288, 102.288, 102.301, 0.013, 25, 102.301, 103.31, 1.009, 1145, 2, 103.31, 103.36, 0.05, 99,     1.071,
 607, 0, 99.063, 99.063, 99.088, 0.025, 41, 99.088, 99.818, 0.73, 2020, 2, 99.818, 103.531, 3.713, 7426,     4.468,
 631, 0, 102.413, 102.413, 102.424, 0.01, 9, 102.424, 103.572, 1.149, 1349, 2, 103.572, 103.638, 0.066, 131,     1.224,
 634, 0, 102.741, 102.741, 102.8, 0.059, 115, 102.8, 103.822, 1.023, 1477, 2, 103.822, 103.888, 0.066, 140,     1.147,
 632, 0, 102.564, 102.564, 102.736, 0.172, 345, 102.736, 103.776, 1.04, 999, 2, 103.776, 103.977, 0.201, 402,     1.414,
 635, 0, 102.79, 102.79, 103.3, 0.51, 1014, 103.3, 104.072, 0.771, 1615, 2, 104.072, 104.109, 0.038, 76,     1.320,
 638, 0, 103.331, 103.331, 103.341, 0.01, 1, 103.341, 104.192, 0.851, 1076, 2, 104.192, 104.276, 0.084, 168,     0.945,
 639, 0, 103.36, 103.36, 103.39, 0.03, 70, 103.39, 104.283, 0.893, 1782, 2, 104.283, 104.283, 0, 3,     0.923,
 637, 0, 103.29, 103.29, 103.3, 0.01, 23, 103.3, 104.172, 0.872, 1765, 2, 104.172, 104.303, 0.13, 261,     1.013,
 636, 0, 103.011, 103.011, 103.016, 0.005, 23, 103.016, 103.919, 0.903, 1410, 2, 103.919, 104.317, 0.398, 797,     1.307,
 627, 0, 102.069, 102.069, 102.079, 0.01, 9, 102.079, 102.805, 0.726, 1422, 2, 102.805, 104.542, 1.738, 3467,     2.474,
 640, 0, 103.838, 103.838, 103.861, 0.023, 29, 103.861, 104.611, 0.75, 1055, 2, 104.611, 104.621, 0.01, 1,     0.783,
 641, 0, 103.911, 103.911, 103.921, 0.01, 19, 103.921, 104.643, 0.722, 1746, 2, 104.643, 104.737, 0.094, 188,     0.826,
 642, 0, 103.95, 103.95, 104.124, 0.175, 334, 104.124, 104.84, 0.716, 1750, 2, 104.84, 104.854, 0.013, 27,     0.904,
 633, 0, 102.619, 102.619, 102.682, 0.063, 92, 102.682, 103.684, 1.003, 1919, 2, 103.684, 105.065, 1.381, 2762,     2.446,
 644, 0, 104.124, 104.124, 105.081, 0.956, 1906, 105.081, 105.809, 0.728, 1098, 2, 105.809, 105.83, 0.022, 43,     1.706,
 646, 0, 104.559, 104.559, 105.129, 0.57, 37, 105.129, 105.845, 0.716, 1381, 2, 105.845, 105.855, 0.01, 1,     1.296,
 645, 0, 104.149, 104.149, 105.095, 0.946, 22, 105.095, 105.819, 0.724, 1564, 2, 105.819, 105.865, 0.046, 91,     1.716,
 647, 0, 104.659, 104.659, 105.155, 0.495, 32, 105.155, 105.895, 0.74, 1187, 2, 105.895, 105.92, 0.025, 51,     1.261,
 649, 0, 104.912, 104.912, 105.228, 0.316, 15, 105.228, 106.068, 0.84, 2143, 2, 106.068, 106.078, 0.01, 8,     1.166,
 648, 0, 104.858, 104.858, 105.214, 0.356, 118, 105.214, 106.058, 0.844, 1806, 2, 106.058, 106.088, 0.03, 52,     1.231,
 650, 0, 105.071, 105.071, 105.546, 0.475, 619, 105.546, 106.315, 0.769, 1611, 2, 106.315, 106.326, 0.011, 23,     1.256,
 651, 0, 105.597, 105.597, 105.623, 0.026, 70, 105.623, 106.357, 0.734, 1242, 2, 106.357, 106.379, 0.022, 45,     0.783,
 652, 0, 105.736, 105.736, 105.746, 0.01, 17, 105.746, 106.577, 0.831, 1619, 2, 106.577, 106.695, 0.118, 224,     0.959,
 654, 0, 105.902, 105.902, 105.934, 0.032, 53, 105.934, 106.685, 0.751, 1223, 2, 106.685, 106.715, 0.03, 61,     0.813,
 653, 0, 105.797, 105.797, 105.827, 0.03, 53, 105.827, 106.577, 0.75, 1713, 2, 106.577, 106.783, 0.206, 412,     0.986,
