Workload_ID,    App_ID,SubmitTime,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 12, 1, 1.311, 1.311, 1.338, 0.027, 37, 1.338, 5.152, 3.814, 1807, 0, 5.152, 5.193, 0.041, 82,     3.882,
 13, 1, 2.141, 2.141, 2.151, 0.01, 2, 2.151, 5.907, 3.756, 1599, 0, 5.907, 5.992, 0.085, 171,     3.851,
 14, 1, 2.171, 2.171, 2.232, 0.062, 127, 2.232, 6.92, 4.687, 1779, 0, 6.92, 6.93, 0.01, 12,     4.759,
 15, 1, 2.457, 2.457, 2.467, 0.01, 16, 2.467, 7.169, 4.702, 836, 0, 7.169, 7.185, 0.016, 33,     4.728,
 17, 1, 2.552, 2.552, 2.785, 0.233, 471, 2.785, 7.671, 4.886, 1301, 0, 7.671, 7.681, 0.01, 9,     5.129,
 19, 1, 2.618, 2.618, 3.029, 0.411, 8, 3.029, 8.681, 5.652, 1342, 0, 8.681, 8.725, 0.044, 88,     6.106,
 18, 1, 2.58, 2.58, 3.024, 0.444, 477, 3.024, 8.431, 5.407, 1487, 0, 8.431, 8.775, 0.345, 689,     6.196,
 20, 1, 2.931, 2.931, 3.038, 0.106, 1, 3.038, 8.928, 5.89, 1765, 0, 8.928, 8.983, 0.055, 110,     6.052,
 21, 1, 3.029, 3.029, 3.075, 0.046, 74, 3.075, 9.188, 6.114, 1389, 0, 9.188, 9.219, 0.031, 62,     6.190,
 16, 1, 2.486, 2.486, 3.201, 0.715, 1423, 3.201, 9.692, 6.491, 2333, 0, 9.692, 9.765, 0.072, 145,     7.279,
 22, 1, 3.102, 3.102, 3.359, 0.257, 515, 3.359, 9.942, 6.582, 1084, 0, 9.942, 10.182, 0.241, 482,     7.081,
 23, 1, 3.382, 3.382, 3.385, 0.004, 19, 3.385, 10.191, 6.806, 1232, 0, 10.191, 10.263, 0.072, 162,     6.882,
 24, 1, 3.449, 3.449, 3.804, 0.355, 697, 3.804, 11.477, 7.673, 1561, 0, 11.477, 11.649, 0.171, 343,     8.200,
 25, 1, 3.88, 3.88, 3.89, 0.01, 10, 3.89, 12.228, 8.338, 1175, 0, 12.228, 12.238, 0.01, 8,     8.358,
 26, 1, 3.93, 3.93, 3.977, 0.047, 80, 3.977, 12.477, 8.501, 1964, 0, 12.477, 12.503, 0.025, 51,     8.573,
 27, 1, 3.967, 3.967, 3.997, 0.03, 60, 3.997, 12.729, 8.733, 938, 0, 12.729, 12.77, 0.04, 81,     8.803,
 28, 1, 4.018, 4.018, 4.058, 0.04, 80, 4.058, 12.979, 8.922, 1485, 0, 12.979, 12.989, 0.01, 11,     8.972,
 30, 1, 4.269, 4.269, 4.279, 0.01, 11, 4.279, 13.496, 9.217, 1479, 0, 13.496, 13.506, 0.01, 13,     9.237,
 31, 1, 4.494, 4.494, 4.503, 0.01, 19, 4.503, 14.013, 9.51, 1887, 0, 14.013, 14.405, 0.392, 784,     9.912,
 29, 1, 4.257, 4.257, 4.668, 0.412, 792, 4.668, 14.512, 9.844, 1670, 0, 14.512, 14.551, 0.039, 78,    10.295,
 33, 1, 4.811, 4.811, 4.821, 0.01, 38, 4.821, 15.03, 10.209, 1721, 0, 15.03, 15.137, 0.107, 214,    10.326,
 32, 1, 4.565, 4.565, 4.693, 0.128, 257, 4.693, 14.762, 10.069, 1742, 0, 14.762, 15.79, 1.028, 2056,    11.225,
 34, 1, 5.071, 5.071, 5.102, 0.032, 81, 5.102, 16.31, 11.208, 1653, 0, 16.31, 16.534, 0.224, 448,    11.463,
 102, 1, 15.321, 15.321, 15.586, 0.265, 29, 15.586, 16.612, 1.026, 1341, 0, 16.612, 16.656, 0.044, 88,     1.335,
 35, 1, 5.258, 5.258, 5.416, 0.158, 313, 5.416, 17.059, 11.643, 1268, 0, 17.059, 17.118, 0.058, 117,    11.860,
 37, 1, 5.605, 5.605, 5.605, 0, 12, 5.605, 17.308, 11.703, 1736, 0, 17.308, 17.343, 0.035, 69,    11.738,
 49, 1, 7.293, 7.293, 7.323, 0.03, 36, 7.323, 17.363, 10.039, 1466, 0,TimeOut
 48, 1, 7.274, 7.274, 7.358, 0.084, 168, 7.358, 17.375, 10.017, 1208, 0,TimeOut
 107, 1, 15.727, 15.727, 16.145, 0.418, 11, 16.145, 17.628, 1.483, 1317, 0, 17.628, 17.638, 0.01, 18,     1.910,
 50, 1, 7.683, 7.683, 7.693, 0.01, 19, 7.693, 17.716, 10.023, 1096, 0,TimeOut
 93, 1, 14.543, 14.543, 16.283, 1.74, 3481, 16.283, 17.877, 1.594, 1200, 0, 17.877, 17.922, 0.044, 89,     3.379,
 39, 1, 5.777, 5.777, 5.793, 0.016, 31, 5.793, 18.065, 12.272, 1087, 0, 18.065, 18.075, 0.01, 17,    12.298,
 51, 1, 8.056, 8.056, 8.089, 0.033, 66, 8.089, 18.117, 10.028, 985, 0,TimeOut
 52, 1, 8.15, 8.15, 8.21, 0.059, 92, 8.21, 18.286, 10.076, 1743, 0,TimeOut
 54, 1, 8.255, 8.255, 8.278, 0.024, 47, 8.278, 18.323, 10.045, 1270, 0,TimeOut
 36, 1, 5.265, 5.265, 5.338, 0.074, 161, 5.338, 16.56, 11.222, 2063, 0, 16.56, 18.43, 1.87, 3741,    13.165,
 53, 1, 8.24, 8.24, 8.379, 0.139, 291, 8.379, 18.572, 10.193, 1626, 0,TimeOut
 56, 1, 8.697, 8.697, 8.697, 0, 14, 8.697, 18.773, 10.076, 1426, 0,TimeOut
 55, 1, 8.599, 8.599, 8.764, 0.165, 315, 8.764, 18.787, 10.023, 1525, 0,TimeOut
 57, 1, 8.754, 8.754, 8.774, 0.02, 28, 8.774, 18.808, 10.034, 1776, 0,TimeOut
 110, 1, 16.925, 16.925, 16.95, 0.024, 35, 16.95, 18.883, 1.933, 1021, 0, 18.883, 18.927, 0.044, 89,     2.002,
 58, 1, 8.888, 8.888, 8.933, 0.046, 91, 8.933, 18.962, 10.029, 1026, 0,TimeOut
 38, 1, 5.67, 5.67, 6.055, 0.386, 779, 6.055, 18.813, 12.758, 808, 0, 18.813, 19.023, 0.21, 420,    13.354,
 40, 1, 6.019, 6.019, 6.069, 0.05, 84, 6.069, 19.063, 12.994, 1504, 0, 19.063, 19.073, 0.01, 3,    13.054,
 112, 1, 17.692, 17.692, 17.702, 0.01, 6, 17.702, 19.146, 1.443, 1311, 0, 19.146, 19.156, 0.01, 3,     1.463,
 60, 1, 9.352, 9.352, 9.362, 0.01, 1, 9.362, 19.386, 10.024, 1467, 0,TimeOut
 114, 1, 17.808, 17.808, 17.836, 0.029, 48, 17.836, 19.398, 1.562, 1798, 0, 19.398, 19.411, 0.013, 26,     1.604,
 61, 1, 9.38, 9.38, 9.496, 0.116, 240, 9.496, 19.571, 10.075, 1622, 0,TimeOut
 41, 1, 6.177, 6.177, 6.38, 0.203, 407, 6.38, 19.567, 13.187, 1386, 0, 19.567, 19.577, 0.01, 5,    13.400,
 62, 1, 9.463, 9.463, 9.568, 0.104, 144, 9.568, 19.584, 10.016, 1486, 0,TimeOut
 63, 1, 9.479, 9.479, 9.582, 0.102, 11, 9.582, 19.606, 10.024, 1553, 0,TimeOut
 42, 1, 6.218, 6.218, 6.242, 0.024, 50, 6.242, 19.318, 13.076, 1434, 0, 19.318, 19.621, 0.303, 607,    13.403,
 116, 1, 17.91, 17.91, 17.92, 0.01, 16, 17.92, 19.649, 1.729, 1485, 0, 19.649, 19.835, 0.186, 369,     1.925,
 44, 1, 6.392, 6.392, 6.416, 0.024, 35, 6.416, 19.825, 13.408, 1666, 0, 19.825, 19.845, 0.02, 36,    13.453,
 65, 1, 9.585, 9.585, 10.038, 0.453, 138, 10.038, 20.058, 10.02, 1340, 0,TimeOut
 43, 1, 6.35, 6.35, 6.43, 0.08, 139, 6.43, 20.082, 13.652, 1318, 0, 20.082, 20.127, 0.044, 89,    13.776,
 118, 1, 18.093, 18.093, 18.103, 0.01, 10, 18.103, 19.915, 1.812, 1379, 0, 19.915, 20.147, 0.232, 440,     2.054,
 66, 1, 9.928, 9.928, 10.142, 0.215, 177, 10.142, 20.173, 10.03, 1643, 0,TimeOut
 67, 1, 10.396, 10.396, 10.445, 0.049, 97, 10.445, 20.469, 10.024, 1651, 0,TimeOut
 68, 1, 10.571, 10.571, 10.581, 0.01, 3, 10.581, 20.604, 10.023, 2161, 0,TimeOut
 69, 1, 10.599, 10.599, 10.654, 0.055, 118, 10.654, 20.684, 10.03, 1151, 0,TimeOut
 70, 1, 10.903, 10.903, 10.913, 0.01, 2, 10.913, 20.928, 10.015, 1456, 0,TimeOut
 71, 1, 10.919, 10.919, 10.947, 0.028, 35, 10.947, 20.973, 10.026, 1966, 0,TimeOut
 45, 1, 6.644, 6.644, 6.836, 0.192, 384, 6.836, 21.1, 14.265, 1525, 0, 21.1, 21.11, 0.01, 9,    14.467,
 72, 1, 11.128, 11.128, 11.161, 0.034, 32, 11.161, 21.185, 10.024, 1388, 0,TimeOut
 73, 1, 11.162, 11.162, 11.195, 0.034, 68, 11.195, 21.212, 10.016, 1427, 0,TimeOut
 123, 1, 19.147, 19.147, 19.167, 0.02, 29, 19.167, 21.181, 2.014, 1841, 0, 21.181, 21.222, 0.041, 81,     2.074,
 74, 1, 11.347, 11.347, 11.347, 0, 12, 11.347, 21.368, 10.021, 1216, 0,TimeOut
 75, 1, 11.362, 11.362, 11.362, 0, 7, 11.362, 21.39, 10.028, 1917, 0,TimeOut
 46, 1, 7.16, 7.16, 7.201, 0.04, 98, 7.201, 21.86, 14.659, 1350, 0, 21.86, 21.87, 0.01, 5,    14.710,
 76, 1, 12.057, 12.057, 12.089, 0.032, 45, 12.089, 22.117, 10.028, 1783, 0,TimeOut
 47, 1, 7.261, 7.261, 7.303, 0.042, 71, 7.303, 22.109, 14.806, 1694, 0, 22.109, 22.146, 0.037, 74,    14.885,
 119, 1, 18.808, 18.808, 18.853, 0.045, 90, 18.853, 22.359, 3.506, 1190, 0, 22.359, 22.382, 0.023, 46,     3.574,
 78, 1, 12.334, 12.334, 12.424, 0.09, 135, 12.424, 22.444, 10.021, 1755, 0,TimeOut
 79, 1, 12.438, 12.438, 12.464, 0.026, 54, 12.464, 22.537, 10.073, 1282, 0,TimeOut
 59, 1, 9.328, 9.328, 9.969, 0.64, 1252, 9.969, 22.86, 12.891, 1295, 0, 22.86, 22.956, 0.096, 206,    13.628,
 80, 1, 12.491, 12.491, 12.929, 0.438, 883, 12.929, 22.96, 10.03, 1205, 0,TimeOut
 81, 1, 12.882, 12.882, 12.943, 0.062, 25, 12.943, 22.96, 10.016, 1732, 0,TimeOut
 82, 1, 12.907, 12.907, 12.952, 0.045, 7, 12.952, 22.96, 10.007, 1352, 0,TimeOut
 132, 1, 20.664, 20.664, 20.704, 0.039, 45, 20.704, 22.957, 2.253, 1211, 0, 22.957, 22.989, 0.032, 66,     2.325,
 83, 1, 12.952, 12.952, 12.994, 0.041, 83, 12.994, 23.055, 10.061, 1364, 0,TimeOut
 84, 1, 13.047, 13.047, 13.057, 0.01, 3, 13.057, 23.127, 10.069, 1345, 0,TimeOut
 85, 1, 13.089, 13.089, 13.089, 0, 4, 13.089, 23.127, 10.037, 1672, 0,TimeOut
 86, 1, 13.133, 13.133, 13.222, 0.089, 179, 13.222, 23.255, 10.033, 1199, 0,TimeOut
 64, 1, 9.513, 9.513, 13.255, 3.742, 7347, 13.255, 23.357, 10.102, 1917, 0,TimeOut
 87, 1, 13.157, 13.157, 13.304, 0.146, 164, 13.304, 23.357, 10.053, 1181, 0,TimeOut
 88, 1, 13.33, 13.33, 13.375, 0.045, 90, 13.375, 23.396, 10.021, 1429, 0,TimeOut
 89, 1, 13.489, 13.489, 13.535, 0.046, 111, 13.535, 23.596, 10.061, 1592, 0,TimeOut
 90, 1, 13.503, 13.503, 13.549, 0.046, 71, 13.549, 23.596, 10.047, 1508, 0,TimeOut
 131, 1, 20.527, 20.527, 20.542, 0.015, 30, 20.542, 23.623, 3.081, 1184, 0, 23.623, 23.633, 0.01, 3,     3.106,
 77, 1, 12.188, 12.188, 12.356, 0.168, 344, 12.356, 23.881, 11.524, 1784, 0, 23.881, 23.891, 0.01, 13,    11.703,
 91, 1, 14.112, 14.112, 14.122, 0.01, 1, 14.122, 24.139, 10.017, 1626, 0,TimeOut
 136, 1, 20.883, 20.883, 20.914, 0.031, 62, 20.914, 24.129, 3.215, 1031, 0, 24.129, 24.145, 0.017, 33,     3.262,
 92, 1, 14.208, 14.208, 14.233, 0.025, 50, 14.233, 24.27, 10.037, 1276, 0,TimeOut
 155, 1, 23.616, 23.616, 23.626, 0.01, 18, 23.626, 24.362, 0.737, 1176, 0, 24.362, 24.376, 0.014, 27,     0.760,
 95, 1, 14.591, 14.591, 14.601, 0.01, 17, 14.601, 24.634, 10.033, 1187, 0,TimeOut
 140, 1, 21.237, 21.237, 21.307, 0.07, 6, 21.307, 24.636, 3.329, 1915, 0, 24.636, 24.665, 0.029, 57,     3.428,
 96, 1, 14.729, 14.729, 14.755, 0.026, 52, 14.755, 24.777, 10.022, 1419, 0,TimeOut
 97, 1, 14.891, 14.891, 14.916, 0.025, 42, 14.916, 24.968, 10.052, 1532, 0,TimeOut
 145, 1, 21.97, 21.97, 22.028, 0.058, 109, 22.028, 25.144, 3.116, 1689, 0, 25.144, 25.163, 0.02, 39,     3.193,
 142, 1, 21.599, 21.599, 21.609, 0.01, 11, 21.609, 24.895, 3.286, 1373, 0, 24.895, 25.208, 0.314, 628,     3.609,
 99, 1, 15.026, 15.026, 15.255, 0.229, 79, 15.255, 25.316, 10.061, 1498, 0,TimeOut
 100, 1, 15.048, 15.048, 15.374, 0.326, 239, 15.374, 25.399, 10.025, 2037, 0,TimeOut
 135, 1, 20.814, 20.814, 21.648, 0.834, 1676, 21.648, 25.245, 3.596, 1167, 0, 25.245, 25.484, 0.239, 478,     4.669,
 101, 1, 15.272, 15.272, 15.552, 0.28, 347, 15.552, 25.569, 10.017, 1866, 0,TimeOut
 150, 1, 22.297, 22.297, 22.307, 0.01, 9, 22.307, 25.652, 3.346, 1803, 0, 25.652, 25.69, 0.038, 75,     3.393,
 146, 1, 22.05, 22.05, 22.06, 0.01, 32, 22.06, 25.744, 3.684, 1231, 0, 25.744, 25.754, 0.01, 1,     3.704,
 94, 1, 14.569, 14.569, 14.579, 0.01, 14, 14.579, 25.901, 11.322, 1737, 0, 25.901, 25.911, 0.01, 9,    11.342,
 105, 1, 15.685, 15.685, 16.11, 0.425, 142, 16.11, 26.132, 10.022, 1276, 0,TimeOut
 106, 1, 15.701, 15.701, 16.135, 0.434, 39, 16.135, 26.16, 10.025, 1925, 0,TimeOut
 108, 1, 16.029, 16.029, 16.155, 0.126, 5, 16.155, 26.174, 10.019, 716, 0,TimeOut
 98, 1, 14.948, 14.948, 15.216, 0.268, 503, 15.216, 26.655, 11.439, 1621, 0, 26.655, 26.71, 0.055, 110,    11.762,
 173, 1, 26.059, 26.059, 26.069, 0.01, 10, 26.069, 26.806, 0.737, 1614, 0, 26.806, 26.82, 0.014, 28,     0.761,
 157, 1, 23.835, 23.835, 23.835, 0, 1, 23.835, 26.905, 3.069, 1347, 0, 26.905, 26.915, 0.01, 1,     3.079,
 109, 1, 16.913, 16.913, 16.936, 0.023, 43, 16.936, 26.95, 10.015, 1384, 0,TimeOut
 111, 1, 16.986, 16.986, 17.015, 0.029, 58, 17.015, 27.032, 10.017, 1069, 0,TimeOut
 177, 1, 26.416, 26.416, 26.728, 0.312, 591, 26.728, 27.441, 0.713, 1615, 0, 27.441, 27.493, 0.052, 105,     1.077,
 103, 1, 15.421, 15.421, 16.018, 0.597, 864, 16.018, 27.429, 11.411, 1648, 0, 27.429, 27.513, 0.084, 169,    12.093,
 158, 1, 23.844, 23.844, 23.848, 0.004, 24, 23.848, 27.536, 3.689, 1137, 0, 27.536, 27.58, 0.044, 69,     3.737,
 162, 1, 24.27, 24.27, 24.703, 0.433, 867, 24.703, 27.679, 2.975, 2051, 0, 27.679, 27.699, 0.02, 41,     3.429,
 104, 1, 15.488, 15.488, 16.039, 0.551, 25, 16.039, 27.928, 11.889, 1351, 0, 27.928, 27.986, 0.058, 116,    12.498,
 166, 1, 24.593, 24.593, 24.749, 0.156, 54, 24.749, 28.177, 3.428, 2189, 0, 28.177, 28.187, 0.01, 2,     3.594,
 148, 1, 22.15, 22.15, 22.272, 0.122, 245, 22.272, 27.273, 5.001, 1942, 0, 27.273, 28.303, 1.03, 2057,     6.152,
 169, 1, 25.625, 25.625, 25.635, 0.01, 4, 25.635, 28.427, 2.791, 1688, 0, 28.427, 28.529, 0.102, 204,     2.903,
 167, 1, 24.665, 24.665, 24.763, 0.098, 14, 24.763, 28.815, 4.052, 1066, 0, 28.815, 28.828, 0.013, 26,     4.163,
 153, 1, 23.382, 23.382, 23.52, 0.138, 261, 23.52, 28.556, 5.036, 1357, 0, 28.556, 29.381, 0.826, 1652,     5.999,
 175, 1, 26.193, 26.193, 26.242, 0.049, 99, 26.242, 29.434, 3.192, 1828, 0, 29.434, 29.464, 0.03, 61,     3.271,
 172, 1, 25.765, 25.765, 25.771, 0.006, 13, 25.771, 29.571, 3.8, 1190, 0, 29.571, 29.631, 0.061, 121,     3.866,
 170, 1, 25.706, 25.706, 25.765, 0.059, 116, 25.765, 28.935, 3.17, 1028, 0, 28.935, 29.714, 0.779, 1558,     4.008,
 127, 1, 19.87, 19.87, 19.882, 0.012, 42, 19.882, 29.905, 10.023, 1774, 0,TimeOut
 113, 1, 17.748, 17.748, 17.758, 0.01, 19, 17.758, 29.945, 12.187, 1423, 0, 29.945, 29.96, 0.015, 31,    12.212,
 128, 1, 19.953, 19.953, 20.014, 0.061, 92, 20.014, 30.084, 10.07, 1342, 0,TimeOut
 178, 1, 26.438, 26.438, 27.162, 0.724, 1429, 27.162, 30.194, 3.032, 1422, 0, 30.194, 30.254, 0.06, 120,     3.816,
 115, 1, 17.836, 17.836, 17.846, 0.01, 2, 17.846, 30.459, 12.612, 855, 0, 30.459, 30.469, 0.01, 6,    12.632,
 180, 1, 27.221, 27.221, 27.355, 0.134, 278, 27.355, 30.708, 3.353, 1511, 0, 30.708, 30.736, 0.028, 68,     3.515,
 137, 1, 20.941, 20.941, 20.941, 0, 1, 20.941, 30.961, 10.02, 1413, 0,TimeOut
 117, 1, 18.049, 18.049, 18.059, 0.01, 8, 18.059, 30.958, 12.898, 1726, 0, 30.958, 31, 0.043, 85,    12.951,
 130, 1, 20.478, 20.478, 20.478, 0, 9, 20.478, 31.007, 10.529, 1175, 0, 31.007, 31.022, 0.015, 44,    10.544,
 185, 1, 28.518, 28.518, 28.54, 0.023, 55, 28.54, 31.073, 2.533, 1311, 0, 31.073, 31.168, 0.095, 190,     2.651,
 121, 1, 18.885, 18.885, 18.919, 0.034, 53, 18.919, 31.222, 12.304, 1305, 0, 31.222, 31.316, 0.094, 188,    12.432,
 139, 1, 21.185, 21.185, 21.293, 0.108, 38, 21.293, 31.328, 10.035, 1414, 0,TimeOut
 188, 1, 28.799, 28.799, 29.131, 0.331, 653, 29.131, 31.336, 2.205, 2030, 0, 31.336, 31.347, 0.012, 23,     2.548,
 133, 1, 20.751, 20.751, 20.859, 0.109, 201, 20.859, 31.406, 10.546, 1649, 0, 31.406, 31.445, 0.04, 52,    10.694,
 182, 1, 27.651, 27.651, 27.727, 0.075, 151, 27.727, 31.488, 3.761, 1386, 0, 31.488, 31.844, 0.356, 713,     4.193,
 191, 1, 29.585, 29.585, 29.601, 0.015, 30, 29.601, 31.852, 2.252, 1002, 0, 31.852, 31.882, 0.029, 76,     2.296,
 120, 1, 18.861, 18.861, 19.057, 0.196, 399, 19.057, 31.994, 12.937, 1077, 0, 31.994, 32.006, 0.012, 24,    13.146,
 205, 1, 31.075, 31.075, 31.247, 0.172, 98, 31.247, 31.982, 0.736, 1163, 0, 31.982, 32.094, 0.112, 238,     1.020,
 160, 1, 23.957, 23.957, 23.967, 0.01, 16, 23.967, 29.064, 5.098, 1804, 0, 29.064, 32.155, 3.09, 6181,     8.198,
 122, 1, 18.962, 18.962, 19.157, 0.195, 376, 19.157, 32.254, 13.097, 1764, 0, 32.254, 32.326, 0.072, 145,    13.364,
 149, 1, 22.279, 22.279, 22.307, 0.027, 64, 22.307, 32.332, 10.026, 1832, 0,TimeOut
 198, 1, 30.451, 30.451, 30.507, 0.056, 85, 30.507, 32.367, 1.86, 1947, 0, 32.367, 32.441, 0.074, 147,     1.990,
 144, 1, 21.892, 21.892, 21.902, 0.01, 4, 21.902, 32.452, 10.55, 1661, 0, 32.452, 32.476, 0.023, 47,    10.584,
 201, 1, 30.742, 30.742, 31.001, 0.259, 480, 31.001, 32.616, 1.615, 979, 0, 32.616, 32.701, 0.085, 170,     1.959,
 184, 1, 28.196, 28.196, 28.343, 0.147, 294, 28.343, 32.504, 4.161, 1363, 0, 32.504, 32.766, 0.262, 525,     4.571,
 204, 1, 30.907, 30.907, 31.185, 0.278, 78, 31.185, 32.866, 1.681, 1307, 0, 32.866, 32.946, 0.08, 161,     2.039,
 141, 1, 21.499, 21.499, 21.525, 0.026, 52, 21.525, 32.043, 10.519, 1664, 0, 32.043, 33.175, 1.132, 2265,    11.677,
 186, 1, 28.624, 28.624, 28.773, 0.149, 265, 28.773, 33.266, 4.493, 992, 0, 33.266, 33.28, 0.014, 28,     4.656,
 152, 1, 22.831, 22.831, 22.841, 0.01, 26, 22.841, 33.266, 10.425, 1239, 0, 33.266, 33.305, 0.039, 79,    10.474,
 125, 1, 19.465, 19.465, 19.491, 0.026, 52, 19.491, 33.515, 14.024, 1895, 0, 33.515, 33.522, 0.007, 8,    14.057,
 156, 1, 23.819, 23.819, 23.834, 0.015, 29, 23.834, 33.66, 9.826, 2084, 0, 33.66, 33.748, 0.089, 177,     9.929,
 126, 1, 19.584, 19.584, 19.606, 0.022, 44, 19.606, 33.775, 14.169, 1781, 0, 33.775, 33.787, 0.011, 23,    14.203,
 212, 1, 32.191, 32.191, 32.486, 0.295, 65, 32.486, 33.88, 1.394, 1363, 0, 33.88, 33.911, 0.031, 61,     1.719,
 124, 1, 19.338, 19.338, 19.851, 0.513, 1018, 19.851, 34.274, 14.422, 1643, 0, 34.274, 34.274, 0, 17,    14.936,
 161, 1, 24.044, 24.044, 24.057, 0.014, 27, 24.057, 34.226, 10.168, 1967, 0, 34.226, 34.275, 0.049, 98,    10.231,
 190, 1, 29.522, 29.522, 29.532, 0.011, 23, 29.532, 34.536, 5.003, 1111, 0, 34.536, 34.615, 0.079, 158,     5.093,
 193, 1, 29.848, 29.848, 29.892, 0.044, 93, 29.892, 34.785, 4.894, 1327, 0, 34.785, 34.795, 0.01, 15,     4.947,
 163, 1, 24.382, 24.382, 24.395, 0.013, 46, 24.395, 34.48, 10.085, 1620, 0, 34.48, 34.979, 0.499, 998,    10.597,
 168, 1, 25.455, 25.455, 25.478, 0.023, 58, 25.478, 34.98, 9.502, 1125, 0, 34.98, 34.98, 0, 3,     9.525,
 129, 1, 20.21, 20.21, 20.269, 0.059, 119, 20.269, 35.053, 14.784, 1841, 0, 35.053, 35.066, 0.013, 26,    14.856,
 171, 1, 25.751, 25.751, 25.761, 0.01, 9, 25.761, 35.482, 9.721, 1321, 0, 35.482, 35.492, 0.01, 3,     9.741,
 165, 1, 24.462, 24.462, 24.717, 0.256, 21, 24.717, 34.731, 10.014, 1953, 0, 34.731, 35.502, 0.77, 1535,    11.040,
 134, 1, 20.791, 20.791, 20.801, 0.01, 16, 20.801, 35.567, 14.766, 1047, 0, 35.567, 35.58, 0.014, 27,    14.790,
 174, 1, 26.075, 26.075, 26.106, 0.032, 75, 26.106, 35.731, 9.624, 1203, 0, 35.731, 35.749, 0.019, 37,     9.674,
 200, 1, 30.67, 30.67, 30.717, 0.047, 79, 30.717, 35.816, 5.099, 1593, 0, 35.816, 35.826, 0.01, 2,     5.156,
 138, 1, 20.973, 20.973, 21.259, 0.286, 561, 21.259, 36.066, 14.807, 1775, 0, 36.066, 36.076, 0.01, 20,    15.103,
 203, 1, 30.857, 30.857, 31.129, 0.272, 21, 31.129, 36.316, 5.187, 1758, 0, 36.316, 36.325, 0.01, 11,     5.469,
 179, 1, 27.152, 27.152, 27.176, 0.024, 34, 27.176, 36.239, 9.064, 1349, 0, 36.239, 36.489, 0.249, 469,     9.337,
 143, 1, 21.811, 21.811, 21.821, 0.01, 17, 21.821, 36.583, 14.762, 1452, 0, 36.583, 36.593, 0.01, 13,    14.782,
 181, 1, 27.567, 27.567, 27.675, 0.108, 199, 27.675, 36.489, 8.814, 1592, 0, 36.489, 36.808, 0.32, 640,     9.241,
 176, 1, 26.311, 26.311, 26.321, 0.01, 20, 26.321, 35.98, 9.658, 1470, 0, 35.98, 36.846, 0.866, 1722,    10.535,
 207, 1, 31.589, 31.589, 31.599, 0.01, 27, 31.599, 36.836, 5.237, 1714, 0, 36.836, 36.87, 0.033, 67,     5.280,
 187, 1, 28.729, 28.729, 28.739, 0.01, 12, 28.739, 36.987, 8.249, 1984, 0, 36.987, 36.997, 0.01, 19,     8.269,
 147, 1, 22.087, 22.087, 22.233, 0.145, 269, 22.233, 37.335, 15.102, 1562, 0, 37.335, 37.349, 0.014, 29,    15.262,
 209, 1, 31.725, 31.725, 31.741, 0.016, 33, 31.741, 37.085, 5.344, 1635, 0, 37.085, 37.364, 0.279, 558,     5.639,
 189, 1, 29.322, 29.322, 29.521, 0.2, 402, 29.521, 37.495, 7.974, 1434, 0, 37.495, 37.523, 0.028, 56,     8.202,
