vnf1,5.0,0.0
vnf2,5.0,0.0
vnf3,5.0,0.0
vnf4,5.0,0.0
vm01,5.0,0.0
vm02,5.0,0.0
vm03,5.0,0.0
vnf1,10.0,0.0
vnf2,10.0,0.0
vnf3,10.0,0.0
vnf4,10.0,0.0
vm01,10.0,2600.0
vm02,10.0,0.0
vm03,10.0,0.0
vnf1,56.298,0.0
vnf2,56.298,0.0
vnf3,56.298,0.0
vnf4,56.298,0.0
vm01,56.298,925960.0
vm02,56.298,0.0
vm03,56.298,0.0
vnf1,61.298,0.0
vnf2,61.298,0.0
vnf3,61.298,0.0
vnf4,61.298,0.0
vm01,61.298,0.0
vm02,61.298,0.0
vm03,61.298,0.0
vnf1,75.122,0.0
vnf2,75.122,0.0
vnf3,75.122,0.0
vnf4,75.122,0.0
vm01,75.122,0.0
vm02,75.122,0.0
vm03,75.122,0.0
vnf1,80.122,0.0
vnf2,80.122,0.0
vnf3,80.122,0.0
vnf4,80.122,0.0
vm01,80.122,0.0
vm02,80.122,0.0
vm03,80.122,0.0
vnf1,143.624,0.0
vnf2,143.624,0.0
vnf3,143.624,0.0
vnf4,143.624,0.0
vm01,143.624,0.0
vm02,143.624,0.0
vm03,143.624,0.0
